2015-07-02 17:00:49 [INFO ] root:33 	Running TARANTULA
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:41
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:170
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:169
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:212
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:72
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:230
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:219
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:220
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:256
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:255
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:254
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:253
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:210
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:209
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:233
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:211
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:213
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:229
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:216
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:202
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:204
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:84
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:203
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:205
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:208
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:269
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:158
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:157
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:159
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:162
2015-07-02 17:01:24 [DEBUG] root:61 	issues.Issue106:21
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:266
2015-07-02 17:01:24 [DEBUG] root:61 	issues.Issue106:23
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:250
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:265
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:136
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:245
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:241
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:279
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:239
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:278
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:236
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:235
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:281
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:181
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:154
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:153
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:166
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:294
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:165
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:168
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:296
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:295
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:137
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader:152
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVParser:177
2015-07-02 17:01:24 [DEBUG] root:61 	Slicing - create Trace file: 26139 ms
2015-07-02 17:01:24 [DEBUG] root:61 	Slicing - slice: 2 ms
2015-07-02 17:01:24 [DEBUG] root:61 	Slicing - read trace file: 7589 ms
2015-07-02 17:01:24 [DEBUG] root:61 	Slicing Overall: 33730 ms
2015-07-02 17:01:24 [DEBUG] root:61 	causeTraces= com.opencsv.CSVParser:218, com.opencsv.CSVParser:217, com.opencsv.CSVParser:220, com.opencsv.CSVParser:214, com.opencsv.CSVParser:215, com.opencsv.CSVParser:228, com.opencsv.CSVParser:222, com.opencsv.CSVParser:223, com.opencsv.CSVParser:202, com.opencsv.CSVReader:41, com.opencsv.CSVReader:170, com.opencsv.CSVParser:212, com.opencsv.CSVReader:169, com.opencsv.CSVParser:72, com.opencsv.CSVReader:230, com.opencsv.CSVReader:219, com.opencsv.CSVReader:220, com.opencsv.CSVParser:256, com.opencsv.CSVParser:255, com.opencsv.CSVParser:254, com.opencsv.CSVParser:253, com.opencsv.CSVReader:210, com.opencsv.CSVReader:209, com.opencsv.CSVParser:233, com.opencsv.CSVReader:211, com.opencsv.CSVReader:213, com.opencsv.CSVParser:229, com.opencsv.CSVReader:216, com.opencsv.CSVReader:202, com.opencsv.CSVReader:204, com.opencsv.CSVReader:84, com.opencsv.CSVReader:203, com.opencsv.CSVReader:205, com.opencsv.CSVReader:208, com.opencsv.CSVParser:269, issues.Issue106:29, com.opencsv.CSVParser:158, com.opencsv.CSVParser:157, com.opencsv.CSVParser:159, com.opencsv.CSVParser:162, issues.Issue106:21, com.opencsv.CSVParser:266, issues.Issue106:23, com.opencsv.CSVReader:250, com.opencsv.CSVParser:265, com.opencsv.CSVParser:136, com.opencsv.CSVReader:245, com.opencsv.CSVReader:241, com.opencsv.CSVParser:279, com.opencsv.CSVReader:239, com.opencsv.CSVParser:278, com.opencsv.CSVReader:236, com.opencsv.CSVReader:235, com.opencsv.CSVParser:281, com.opencsv.CSVParser:181, com.opencsv.CSVReader:154, com.opencsv.CSVReader:153, com.opencsv.CSVParser:294, com.opencsv.CSVReader:166, com.opencsv.CSVReader:165, com.opencsv.CSVParser:296, com.opencsv.CSVReader:168, com.opencsv.CSVParser:295, com.opencsv.CSVReader:137, com.opencsv.CSVReader:152, com.opencsv.CSVParser:177
2015-07-02 17:01:24 [DEBUG] root:61 	Analyzing classes: 
2015-07-02 17:01:24 [DEBUG] root:61 	com.opencsv.CSVReader
issues.Issue106
com.opencsv.CSVParser
2015-07-02 17:01:24 [DEBUG] root:61 	RUNNING JACOCO..
2015-07-02 17:01:25 [DEBUG] root:61 	Start vmRunner..
2015-07-02 17:01:25 [DEBUG] root:61 	destfile= C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco8637289550046215276.exec
2015-07-02 17:01:25 [DEBUG] root:61 	junitResultFile= C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes8052533621040910999.txt
2015-07-02 17:01:25 [DEBUG] root:61 	append=true
2015-07-02 17:01:25 [DEBUG] root:61 	testMethods= [issues.Issue106.bug106ParseLineWithCarriageReturnNewLineStrictQuotes, com.opencsv.CSVIteratorTest.initialReadReturnsStrings, com.opencsv.CSVIteratorTest.readerExceptionCausesRunTimeException, com.opencsv.CSVIteratorTest.removethrowsUnsupportedOperationException, com.opencsv.CSVIteratorTest.hasNextWorks, com.opencsv.CSVReaderTest.testParseLineStrictQuote, com.opencsv.CSVReaderTest.testOptionalConstructors, com.opencsv.CSVReaderTest.testSkippingLines, com.opencsv.CSVReaderTest.testNormalParsedLine, com.opencsv.CSVReaderTest.testASingleQuoteAsDataElement, com.opencsv.CSVReaderTest.testSpacesAtEndOfString, com.opencsv.CSVReaderTest.testEscapedQuote, com.opencsv.CSVReaderTest.testEscapedEscape, com.opencsv.CSVReaderTest.testQuotedParsedLine, com.opencsv.CSVReaderTest.quoteAndEscapeMustBeDifferent, com.opencsv.CSVReaderTest.testIteratorFunctionality, com.opencsv.CSVReaderTest.canCloseReader, com.opencsv.CSVReaderTest.canCreateIteratorFromReader, com.opencsv.CSVReaderTest.parseQuotedStringWithDefinedSeperator, com.opencsv.CSVReaderTest.testSkippingLinesWithDifferentEscape, com.opencsv.CSVReaderTest.testASingleQuoteAsDataElementWithEmptyField, com.opencsv.CSVReaderTest.testSingleQuoteWhenDoubleQuoteIsQuoteChar, com.opencsv.CSVReaderTest.testIssue2992134OutOfPlaceQuotes, com.opencsv.CSVReaderTest.separatorAndEscapeMustBeDifferent, com.opencsv.CSVReaderTest.separatorAndQuoteMustBeDifferent, com.opencsv.CSVReaderTest.attemptToReadCloseStreamReturnsNull, com.opencsv.CSVReaderTest.creatingIteratorForReaderWithNullDataThrowsRuntimeException, com.opencsv.CSVReaderTest.testParseLine, com.opencsv.CSVReaderTest.testParseAll, com.opencsv.OpencsvTest.testWriteRead, com.opencsv.UniCodeTest.canParseUnicode, com.opencsv.UniCodeTest.runUniCodeThroughCSVReader, com.opencsv.UniCodeTest.runUniCodeThroughCSVWriter, com.opencsv.UniCodeTest.runASCIIThroughCSVWriter, com.opencsv.UniCodeTest.writeThenReadAscii, com.opencsv.UniCodeTest.writeThenReadTwiceAscii, com.opencsv.UniCodeTest.writeThenReadTwiceUnicode, com.opencsv.UniCodeTest.writeThenReadTwiceMixedUnicode, com.opencsv.UniCodeTest.readerTest, com.opencsv.UniCodeTest.writerTest]
2015-07-02 17:01:25 [DEBUG] root:61 	allClassNames= [com.opencsv.CSVReader, issues.Issue106, com.opencsv.CSVParser, issues.Issue106, com.opencsv.CSVIteratorTest, com.opencsv.CSVReaderTest, com.opencsv.OpencsvTest, com.opencsv.UniCodeTest]
2015-07-02 17:01:25 [DEBUG] root:61 	junitClassNames= [issues.Issue106, com.opencsv.CSVIteratorTest, com.opencsv.CSVReaderTest, com.opencsv.OpencsvTest, com.opencsv.UniCodeTest]
2015-07-02 17:01:25 [DEBUG] root:61 	testingClassNames= [com.opencsv.CSVReader, issues.Issue106, com.opencsv.CSVParser]
2015-07-02 17:01:25 [DEBUG] root:61 	start cmd..
2015-07-02 17:01:25 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b\bin\java -javaagent:C:\Users\DELL50~1\AppData\Local\Temp\jacocoagent2667175304773788831.jar=append=true,destfile=C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco8637289550046215276.exec,includes=com.opencsv.CSVReader:issues.Issue106:com.opencsv.CSVParser -cp D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/classes;D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/test-classes;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\junit-4.7.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\mockito-core-1.9.5.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\objenesis-1.0.jar;D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b/bin;D:\_1_Projects\Tzuyu\workspace\trunk/app/slicer.javaslicer/target/classes;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/sav-commons.jar;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/tzuyu-jacoco.jar sav.strategies.junit.JunitRunner -methods issues.Issue106.bug106ParseLineWithCarriageReturnNewLineStrictQuotes -destfile C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes8052533621040910999.txt -testingclass com.opencsv.CSVReader issues.Issue106 com.opencsv.CSVParser issues.Issue106 com.opencsv.CSVIteratorTest com.opencsv.CSVReaderTest com.opencsv.OpencsvTest com.opencsv.UniCodeTest
2015-07-02 17:01:25 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b\bin\java
2015-07-02 17:01:25 [DEBUG] root:61 	-javaagent:C:\Users\DELL50~1\AppData\Local\Temp\jacocoagent2667175304773788831.jar=append=true,destfile=C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco8637289550046215276.exec,includes=com.opencsv.CSVReader:issues.Issue106:com.opencsv.CSVParser
2015-07-02 17:01:25 [DEBUG] root:61 	-cp
2015-07-02 17:01:25 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/classes;D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/test-classes;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\junit-4.7.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\mockito-core-1.9.5.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\objenesis-1.0.jar;D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b/bin;D:\_1_Projects\Tzuyu\workspace\trunk/app/slicer.javaslicer/target/classes;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/sav-commons.jar;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/tzuyu-jacoco.jar
2015-07-02 17:01:25 [DEBUG] root:61 	sav.strategies.junit.JunitRunner
2015-07-02 17:01:25 [DEBUG] root:61 	-methods
2015-07-02 17:01:25 [DEBUG] root:61 	issues.Issue106.bug106ParseLineWithCarriageReturnNewLineStrictQuotes
2015-07-02 17:01:25 [DEBUG] root:61 	-destfile
2015-07-02 17:01:25 [DEBUG] root:61 	C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes8052533621040910999.txt
2015-07-02 17:01:25 [DEBUG] root:61 	-testingclass
2015-07-02 17:01:25 [DEBUG] root:61 	com.opencsv.CSVReader
2015-07-02 17:01:25 [DEBUG] root:61 	issues.Issue106
