2015-07-02 16:20:49 [INFO ] root:33 	Running TARANTULA
2015-07-02 16:20:50 [DEBUG] root:61 	com.opencsv.UniCodeTest.writeThenReadTwiceMixedUnicode
2015-07-02 16:20:50 [DEBUG] root:61 	com.opencsv.UniCodeTest.readerTest
2015-07-02 16:20:50 [DEBUG] root:61 	com.opencsv.UniCodeTest.writerTest
2015-07-02 16:20:50 [DEBUG] root:61 	com.opencsv.UniCodeTest.canParseUnicode
2015-07-02 16:20:50 [DEBUG] root:61 	com.opencsv.UniCodeTest.runUniCodeThroughCSVReader
2015-07-02 16:20:50 [DEBUG] root:61 	com.opencsv.UniCodeTest.runUniCodeThroughCSVWriter
2015-07-02 16:20:50 [DEBUG] root:61 	com.opencsv.UniCodeTest.runASCIIThroughCSVWriter
2015-07-02 16:20:50 [DEBUG] root:61 	com.opencsv.UniCodeTest.writeThenReadAscii
2015-07-02 16:20:50 [DEBUG] root:61 	com.opencsv.UniCodeTest.writeThenReadTwiceAscii
2015-07-02 16:20:50 [DEBUG] root:61 	com.opencsv.UniCodeTest.writeThenReadTwiceUnicode
2015-07-02 16:20:50 [DEBUG] root:61 	-testingpkgs
2015-07-02 16:20:50 [DEBUG] root:61 	issues
2015-07-02 16:20:50 [DEBUG] root:61 	com.opencsv
2015-07-02 16:20:50 [DEBUG] root:61 	-destfile
2015-07-02 16:20:50 [DEBUG] root:61 	C:\Users\DELL50~1\AppData\Local\Temp\junitResult1278817500001464248.temp
2015-07-02 16:20:51 [DEBUG] root:61 	failureTraces= issues.Issue108:26
2015-07-02 16:20:51 [INFO ] root:33 	Slicing-creating trace file...
2015-07-02 16:20:51 [DEBUG] root:61 	start cmd..
2015-07-02 16:20:51 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b\bin\java -javaagent:C:\Users\DELL50~1\AppData\Local\Temp\tracer.jar=tracefile:C:\Users\DELL50~1\AppData\Local\Temp\javaSlicer7296687171183042902.trace -cp D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/classes;D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/test-classes;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\junit-4.7.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\mockito-core-1.9.5.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\objenesis-1.0.jar;D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b/bin;D:\_1_Projects\Tzuyu\workspace\trunk/app/slicer.javaslicer/target/classes;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/sav-commons.jar sav.strategies.junit.JunitRunner -methods issues.Issue108.testIssue108
2015-07-02 16:20:51 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b\bin\java
2015-07-02 16:20:51 [DEBUG] root:61 	-javaagent:C:\Users\DELL50~1\AppData\Local\Temp\tracer.jar=tracefile:C:\Users\DELL50~1\AppData\Local\Temp\javaSlicer7296687171183042902.trace
2015-07-02 16:20:51 [DEBUG] root:61 	-cp
2015-07-02 16:20:51 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/classes;D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/test-classes;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\junit-4.7.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\mockito-core-1.9.5.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\objenesis-1.0.jar;D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b/bin;D:\_1_Projects\Tzuyu\workspace\trunk/app/slicer.javaslicer/target/classes;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/sav-commons.jar
2015-07-02 16:20:51 [DEBUG] root:61 	sav.strategies.junit.JunitRunner
2015-07-02 16:20:51 [DEBUG] root:61 	-methods
2015-07-02 16:20:51 [DEBUG] root:61 	issues.Issue108.testIssue108
2015-07-02 16:21:24 [INFO ] root:33 	Slicing-slicing...
2015-07-02 16:21:24 [DEBUG] root:61 	traceFilePath= C:\Users\DELL50~1\AppData\Local\Temp\javaSlicer7296687171183042902.trace
2015-07-02 16:21:24 [INFO ] root:33 	entry points= issues.Issue108:26
2015-07-02 16:21:31 [DEBUG] root:61 	Read Slicing Result:
2015-07-02 16:21:31 [DEBUG] root:61 	slicing-result:
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:154
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:230
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:231
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:98
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:166
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:165
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:185
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:168
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:189
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:250
2015-07-02 16:21:31 [DEBUG] root:61 	issues.Issue108:25
2015-07-02 16:21:31 [DEBUG] root:61 	issues.Issue108:26
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:41
2015-07-02 16:21:31 [DEBUG] root:61 	issues.Issue108:24
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:137
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:184
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:183
2015-07-02 16:21:31 [DEBUG] root:61 	issues.Issue108:20
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:204
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:50
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader:152
2015-07-02 16:21:31 [DEBUG] root:61 	Slicing - create Trace file: 32955 ms
2015-07-02 16:21:31 [DEBUG] root:61 	Slicing - slice: 1 ms
2015-07-02 16:21:31 [DEBUG] root:61 	Slicing - read trace file: 7556 ms
2015-07-02 16:21:31 [DEBUG] root:61 	Slicing Overall: 40512 ms
2015-07-02 16:21:31 [DEBUG] root:61 	causeTraces= com.opencsv.CSVReader:154, com.opencsv.CSVReader:230, com.opencsv.CSVReader:231, com.opencsv.CSVReader:98, com.opencsv.CSVReader:166, com.opencsv.CSVReader:165, com.opencsv.CSVReader:185, com.opencsv.CSVReader:168, com.opencsv.CSVReader:189, com.opencsv.CSVReader:250, issues.Issue108:25, issues.Issue108:26, com.opencsv.CSVReader:41, issues.Issue108:24, com.opencsv.CSVReader:184, com.opencsv.CSVReader:137, com.opencsv.CSVReader:183, issues.Issue108:20, com.opencsv.CSVReader:204, com.opencsv.CSVReader:152, com.opencsv.CSVReader:50
2015-07-02 16:21:31 [DEBUG] root:61 	Analyzing classes: 
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader
issues.Issue108
2015-07-02 16:21:31 [DEBUG] root:61 	RUNNING JACOCO..
2015-07-02 16:21:31 [DEBUG] root:61 	Start vmRunner..
2015-07-02 16:21:31 [DEBUG] root:61 	destfile= C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco655680289076169852.exec
2015-07-02 16:21:31 [DEBUG] root:61 	junitResultFile= C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes5053266383333194385.txt
2015-07-02 16:21:31 [DEBUG] root:61 	append=true
2015-07-02 16:21:31 [DEBUG] root:61 	testMethods= [issues.Issue108.testIssue108, com.opencsv.CSVIteratorTest.readerExceptionCausesRunTimeException, com.opencsv.CSVIteratorTest.removethrowsUnsupportedOperationException, com.opencsv.CSVIteratorTest.hasNextWorks, com.opencsv.CSVIteratorTest.initialReadReturnsStrings, com.opencsv.CSVReaderTest.parseQuotedStringWithDefinedSeperator, com.opencsv.CSVReaderTest.testSkippingLinesWithDifferentEscape, com.opencsv.CSVReaderTest.testASingleQuoteAsDataElementWithEmptyField, com.opencsv.CSVReaderTest.testSingleQuoteWhenDoubleQuoteIsQuoteChar, com.opencsv.CSVReaderTest.testIssue2992134OutOfPlaceQuotes, com.opencsv.CSVReaderTest.separatorAndEscapeMustBeDifferent, com.opencsv.CSVReaderTest.separatorAndQuoteMustBeDifferent, com.opencsv.CSVReaderTest.attemptToReadCloseStreamReturnsNull, com.opencsv.CSVReaderTest.testParseLine, com.opencsv.CSVReaderTest.testParseAll, com.opencsv.CSVReaderTest.creatingIteratorForReaderWithNullDataThrowsRuntimeException, com.opencsv.CSVReaderTest.testParseLineStrictQuote, com.opencsv.CSVReaderTest.testOptionalConstructors, com.opencsv.CSVReaderTest.testSkippingLines, com.opencsv.CSVReaderTest.testNormalParsedLine, com.opencsv.CSVReaderTest.testASingleQuoteAsDataElement, com.opencsv.CSVReaderTest.testSpacesAtEndOfString, com.opencsv.CSVReaderTest.testEscapedQuote, com.opencsv.CSVReaderTest.testEscapedEscape, com.opencsv.CSVReaderTest.testQuotedParsedLine, com.opencsv.CSVReaderTest.quoteAndEscapeMustBeDifferent, com.opencsv.CSVReaderTest.testIteratorFunctionality, com.opencsv.CSVReaderTest.canCloseReader, com.opencsv.CSVReaderTest.canCreateIteratorFromReader, com.opencsv.OpencsvTest.testWriteRead, com.opencsv.UniCodeTest.writeThenReadTwiceMixedUnicode, com.opencsv.UniCodeTest.readerTest, com.opencsv.UniCodeTest.writerTest, com.opencsv.UniCodeTest.canParseUnicode, com.opencsv.UniCodeTest.runUniCodeThroughCSVReader, com.opencsv.UniCodeTest.runUniCodeThroughCSVWriter, com.opencsv.UniCodeTest.runASCIIThroughCSVWriter, com.opencsv.UniCodeTest.writeThenReadAscii, com.opencsv.UniCodeTest.writeThenReadTwiceAscii, com.opencsv.UniCodeTest.writeThenReadTwiceUnicode]
2015-07-02 16:21:31 [DEBUG] root:61 	allClassNames= [com.opencsv.CSVReader, issues.Issue108, issues.Issue108, com.opencsv.CSVIteratorTest, com.opencsv.CSVReaderTest, com.opencsv.OpencsvTest, com.opencsv.UniCodeTest]
2015-07-02 16:21:31 [DEBUG] root:61 	junitClassNames= [issues.Issue108, com.opencsv.CSVIteratorTest, com.opencsv.CSVReaderTest, com.opencsv.OpencsvTest, com.opencsv.UniCodeTest]
2015-07-02 16:21:31 [DEBUG] root:61 	testingClassNames= [com.opencsv.CSVReader, issues.Issue108]
2015-07-02 16:21:31 [DEBUG] root:61 	start cmd..
2015-07-02 16:21:31 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b\bin\java -javaagent:C:\Users\DELL50~1\AppData\Local\Temp\jacocoagent3611869380017595678.jar=append=true,destfile=C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco655680289076169852.exec,includes=com.opencsv.CSVReader:issues.Issue108 -cp D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/classes;D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/test-classes;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\junit-4.7.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\mockito-core-1.9.5.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\objenesis-1.0.jar;D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b/bin;D:\_1_Projects\Tzuyu\workspace\trunk/app/slicer.javaslicer/target/classes;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/sav-commons.jar;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/tzuyu-jacoco.jar sav.strategies.junit.JunitRunner -methods issues.Issue108.testIssue108 -destfile C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes5053266383333194385.txt -testingclass com.opencsv.CSVReader issues.Issue108 issues.Issue108 com.opencsv.CSVIteratorTest com.opencsv.CSVReaderTest com.opencsv.OpencsvTest com.opencsv.UniCodeTest
2015-07-02 16:21:31 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b\bin\java
2015-07-02 16:21:31 [DEBUG] root:61 	-javaagent:C:\Users\DELL50~1\AppData\Local\Temp\jacocoagent3611869380017595678.jar=append=true,destfile=C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco655680289076169852.exec,includes=com.opencsv.CSVReader:issues.Issue108
2015-07-02 16:21:31 [DEBUG] root:61 	-cp
2015-07-02 16:21:31 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/classes;D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/test-classes;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\junit-4.7.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\mockito-core-1.9.5.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\objenesis-1.0.jar;D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b/bin;D:\_1_Projects\Tzuyu\workspace\trunk/app/slicer.javaslicer/target/classes;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/sav-commons.jar;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/tzuyu-jacoco.jar
2015-07-02 16:21:31 [DEBUG] root:61 	sav.strategies.junit.JunitRunner
2015-07-02 16:21:31 [DEBUG] root:61 	-methods
2015-07-02 16:21:31 [DEBUG] root:61 	issues.Issue108.testIssue108
2015-07-02 16:21:31 [DEBUG] root:61 	-destfile
2015-07-02 16:21:31 [DEBUG] root:61 	C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes5053266383333194385.txt
2015-07-02 16:21:31 [DEBUG] root:61 	-testingclass
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReader
2015-07-02 16:21:31 [DEBUG] root:61 	issues.Issue108
2015-07-02 16:21:31 [DEBUG] root:61 	issues.Issue108
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVIteratorTest
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.CSVReaderTest
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.OpencsvTest
2015-07-02 16:21:31 [DEBUG] root:61 	com.opencsv.UniCodeTest
2015-07-02 16:21:32 [DEBUG] root:61 	start cmd..
2015-07-02 16:21:32 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b\bin\java -javaagent:C:\Users\DELL50~1\AppData\Local\Temp\jacocoagent3611869380017595678.jar=append=true,destfile=C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco655680289076169852.exec,includes=com.opencsv.CSVReader:issues.Issue108 -cp D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/classes;D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/test-classes;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\junit-4.7.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\mockito-core-1.9.5.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\objenesis-1.0.jar;D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b/bin;D:\_1_Projects\Tzuyu\workspace\trunk/app/slicer.javaslicer/target/classes;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/sav-commons.jar;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/tzuyu-jacoco.jar sav.strategies.junit.JunitRunner -methods com.opencsv.CSVIteratorTest.readerExceptionCausesRunTimeException -destfile C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes5053266383333194385.txt -testingclass com.opencsv.CSVReader issues.Issue108 issues.Issue108 com.opencsv.CSVIteratorTest com.opencsv.CSVReaderTest com.opencsv.OpencsvTest com.opencsv.UniCodeTest
2015-07-02 16:21:32 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b\bin\java
2015-07-02 16:21:32 [DEBUG] root:61 	-javaagent:C:\Users\DELL50~1\AppData\Local\Temp\jacocoagent3611869380017595678.jar=append=true,destfile=C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco655680289076169852.exec,includes=com.opencsv.CSVReader:issues.Issue108
2015-07-02 16:21:32 [DEBUG] root:61 	-cp
2015-07-02 16:21:32 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/classes;D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\opencsv\release3.1/target/test-classes;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\junit-4.7.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\mockito-core-1.9.5.jar;D:\_1_Projects\Tzuyu\workspace\TEST_CASES\testdata\opencsv\release3.1\lib\objenesis-1.0.jar;D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b/bin;D:\_1_Projects\Tzuyu\workspace\trunk/app/slicer.javaslicer/target/classes;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/sav-commons.jar;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/tzuyu-jacoco.jar
2015-07-02 16:21:32 [DEBUG] root:61 	sav.strategies.junit.JunitRunner
2015-07-02 16:21:32 [DEBUG] root:61 	-methods
2015-07-02 16:21:32 [DEBUG] root:61 	com.opencsv.CSVIteratorTest.readerExceptionCausesRunTimeException
2015-07-02 16:21:32 [DEBUG] root:61 	-destfile
2015-07-02 16:21:32 [DEBUG] root:61 	C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes5053266383333194385.txt
2015-07-02 16:21:32 [DEBUG] root:61 	-testingclass
2015-07-02 16:21:32 [DEBUG] root:61 	com.opencsv.CSVReader
2015-07-02 16:21:32 [DEBUG] root:61 	issues.Issue108
2015-07-02 16:21:32 [DEBUG] root:61 	issues.Issue108
2015-07-02 16:21:32 [DEBUG] root:61 	com.opencsv.CSVIteratorTest
2015-07-02 16:21:32 [DEBUG] root:61 	com.opencsv.CSVReaderTest
2015-07-02 16:21:32 [DEBUG] root:61 	com.opencsv.OpencsvTest
2015-07-02 16:21:32 [DEBUG] root:61 	com.opencsv.UniCodeTest
2015-07-02 16:21:32 [DEBUG] root:61 	start cmd..
